Song Title,Streams,Highest Charting Position,Number of Times Charted,Artist,Artist Followers,Genre,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence
A Tu Merced,"4,909,499",52,11,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,82,0.860,0.791,-4.784,0.057,0.169,0.106,92.023,0.887
ily (i love you baby) (feat. Emilee),"4,908,929",9,46,Surf Mesa,132855,['tropical house'],26-11-2019,81,0.674,0.774,-7.567,0.089,0.069,0.393,112.050,0.330
You Got It,"4,907,925",87,11,Vedo,260236,"['pop r&b', 'r&b']",27-03-2020,79,0.762,0.433,-8.937,0.187,0.143,0.118,122.074,0.394
Tunnel Vision (Outro),"4,907,751",158,1,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,60,0.718,0.660,-7.390,0.325,0.363,0.159,142.879,0.659
pov,"4,906,738",20,15,Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",30-10-2020,79,0.487,0.534,-5.664,0.056,0.360,0.100,131.798,0.173
La Luz,"4,906,324",65,10,"Sech, J Balvin",8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",31-10-2020,70,0.665,0.697,-4.819,0.154,0.427,0.599,94.053,0.556
Hot (Remix) [feat. Gunna and Travis Scott],"4,905,155",117,7,"Travis Scott, Young Thug",3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",01-11-2019,68,0.845,0.631,-8.206,0.216,0.188,0.081,111.983,0.545
24 (feat. Lil Baby),"4,904,772",133,8,Money Man,345027,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']",21-08-2020,74,0.868,0.638,-7.746,0.074,0.146,0.093,126.030,0.459
No Role Modelz,"4,904,401",119,6,J. Cole,14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",09-12-2014,84,0.692,0.521,-8.465,0.330,0.301,0.057,100.450,0.463
Emotions,"4,901,960",85,2,Ufo361,1700759,"['german cloud rap', 'german hip hop']",12-06-2020,65,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,0.271
Medusa,"4,901,559",85,8,"Jhay Cortez, Anuel AA, J Balvin",2435159,"['latin', 'reggaeton', 'trap latino']",05-02-2020,70,0.886,0.604,-7.293,0.208,0.194,0.107,98.023,0.383
Be Alright,"4,900,492",138,49,Dean Lewis,1692635,"['australian pop', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']",29-06-2018,80,0.553,0.586,-6.319,0.036,0.697,0.081,126.684,0.443
Quiéreme Mientras Se Pueda,"4,899,440",129,14,Manuel Turizo,7909963,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",01-05-2020,74,0.793,0.782,-3.945,0.058,0.447,0.124,143.860,0.810
Hasta Que Dios Diga,"4,899,099",32,25,"Anuel AA, Bad Bunny",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",29-05-2020,76,0.691,0.765,-4.727,0.111,0.464,0.203,174.021,0.855
SICKO MODE,"4,898,977",7,74,Travis Scott,17719446,"['rap', 'slap house']",03-08-2018,84,0.834,0.730,-3.714,0.222,0.005,0.124,155.008,0.446
Fuckst mich nur ab,"4,898,520",112,2,Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",10-09-2020,63,0.817,0.468,-10.945,0.287,0.233,0.091,104.875,0.237
Prices,"4,898,167",53,2,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",06-03-2020,65,0.786,0.683,-5.397,0.205,0.173,0.706,126.002,0.570
Liar,"4,896,939",106,6,Camila Cabello,22698747,"['dance pop', 'electropop', 'pop', 'post-teen pop']",04-09-2019,69,0.740,0.498,-6.684,0.046,0.017,0.319,98.016,0.652
my hair,"4,896,521",49,2,Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",30-10-2020,66,0.686,0.526,-6.842,0.037,0.082,0.144,92.013,0.372
The Woo (feat. 50 Cent & Roddy Ricch),"4,892,682",17,25,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,79,0.490,0.618,-5.655,0.104,0.022,0.259,99.700,0.286
11:00 PM,"4,891,989",157,4,Maluma,26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",17-05-2019,76,0.777,0.712,-4.840,0.277,0.217,0.091,95.692,0.680
Going Bad (feat. Drake),"4,889,500",191,4,Meek Mill,5241145,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",30-11-2018,79,0.889,0.496,-6.365,0.091,0.259,0.252,86.003,0.544
My Oasis (feat. Burna Boy),"4,887,204",106,4,Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",30-07-2020,69,0.691,0.474,-8.742,0.058,0.569,0.099,143.783,0.381
ME! (feat. Brendon Urie of Panic! At The Disco),"4,884,909",193,1,Taylor Swift,42227614,"['pop', 'post-teen pop']",23-08-2019,77,0.610,0.830,-4.105,0.057,0.033,0.118,182.162,0.728
Cry Baby (feat. DaBaby),"4,884,711",174,3,Megan Thee Stallion,4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",20-11-2020,76,0.957,0.437,-7.882,0.359,0.004,0.219,130.058,0.616
Life's A Mess (feat. Halsey),"4,883,202",8,8,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,74,0.630,0.446,-8.900,0.035,0.337,0.166,143.078,0.177
More Than My Hometown,"4,879,971",188,1,Morgan Wallen,2147875,['contemporary country'],08-01-2021,75,0.620,0.869,-5.479,0.046,0.615,0.131,126.019,0.597
Calma - Remix,"4,879,713",133,3,"Pedro Capó, Farruko",1353049,"['latin', 'latin pop', 'puerto rican pop']",05-10-2018,76,0.826,0.773,-4.218,0.052,0.323,0.143,126.899,0.761
TOES (feat. Lil Baby & Moneybagg Yo),"4,878,903",65,12,DaBaby,7601122,"['north carolina hip hop', 'rap']",27-09-2019,73,0.816,0.582,-4.141,0.341,0.079,0.092,160.004,0.542
Party Girl,"4,878,286",9,28,StaySolidRocky,150587,['melodic rap'],21-04-2020,77,0.728,0.431,-9.966,0.062,0.749,0.100,130.022,0.629
Jangueo,"4,877,753",122,29,"Alex Rose, Rafa Pabön",2168452,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",08-11-2019,74,0.861,0.678,-4.157,0.054,0.253,0.106,103.994,0.723
"The Plan - From the Motion Picture ""TENET""","4,876,238",71,3,Travis Scott,17732077,"['rap', 'slap house']",22-08-2020,67,0.433,0.443,-10.568,0.036,0.092,0.117,79.903,0.036
Cut You Off,"4,874,380",195,1,Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",10-01-2020,51,0.855,0.294,-8.676,0.286,0.300,0.091,139.745,0.842
Mi Cuarto,"4,873,380",47,25,Jerry Di,149682,"['cubaton', 'dominican pop', 'pop venezolano', 'reggaeton', 'reggaeton flow', 'trap latino']",03-04-2020,76,0.854,0.525,-4.426,0.214,0.819,0.146,97.054,0.630
Get You The Moon (feat. Snøw),"4,872,409",102,46,Kina,661863,['sad rap'],08-10-2018,82,0.498,0.235,-16.541,0.188,0.720,0.144,118.917,0.090
Weiss,"4,872,077",192,1,Samra,1045091,['german hip hop'],07-02-2020,56,0.600,0.525,-6.585,0.423,0.393,0.111,96.989,0.436
"Baby, I'm Jealous (feat. Doja Cat)","4,870,203",109,2,Bebe Rexha,6569150,"['dance pop', 'electropop', 'pop', 'post-teen pop']",09-10-2020,69,0.737,0.867,-2.259,0.046,0.040,0.320,98.050,0.506
Diosa,"4,868,180",49,23,Myke Towers,6161098,['trap latino'],24-01-2020,74,0.801,0.745,-3.733,0.063,0.398,0.153,104.965,0.245
Panini,"4,867,723",134,5,Lil Nas X,5488666,"['lgbtq+ hip hop', 'pop rap']",13-09-2019,74,0.703,0.594,-6.146,0.075,0.342,0.123,153.848,0.475
Over Now (with The Weeknd),"4,867,620",24,5,Calvin Harris,21946934,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",28-08-2020,72,0.612,0.884,-4.113,0.045,0.076,0.247,178.043,0.679
Kinda Crazy,"4,866,777",196,1,Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",10-01-2020,49,0.691,0.446,-10.304,0.047,0.484,0.183,93.030,0.534
obvious,"4,865,084",59,2,Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",30-10-2020,65,0.624,0.672,-5.334,0.106,0.097,0.155,159.852,0.260
De Cora <3,"4,864,544",116,8,"Rauw Alejandro, J Balvin",6096559,"['puerto rican pop', 'trap latino']",13-11-2020,73,0.811,0.683,-2.028,0.241,0.460,0.128,176.037,0.571
Moonwalking in Calabasas (feat. Blueface) - Remix,"4,863,053",162,4,DDG,486194,"['rap', 'trap']",02-12-2020,74,0.928,0.341,-10.196,0.103,0.061,0.162,129.966,0.745
Something Just Like This,"4,862,683",161,41,"The Chainsmokers, Coldplay",18191658,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",07-04-2017,82,0.617,0.635,-6.769,0.032,0.050,0.164,103.019,0.446
LIGHTSKIN SH*T (feat. Future & jetsonmade),"4,861,875",156,1,DaBaby,7601122,"['north carolina hip hop', 'rap']",17-04-2020,56,0.932,0.578,-4.478,0.366,0.115,0.115,129.991,0.623
Together,"4,861,870",159,1,Sia,20528724,"['australian dance', 'australian pop', 'dance pop', 'pop']",20-05-2020,71,0.521,0.877,-5.444,0.068,0.013,0.093,180.007,0.199
Warning,"4,860,714",190,1,Morgan Wallen,2147875,['contemporary country'],08-01-2021,68,0.633,0.664,-5.037,0.029,0.460,0.108,115.058,0.268
Sunday Best,"4,858,392",13,44,Surfaces,724903,"['bedroom soul', 'pop']",06-01-2019,80,0.878,0.525,-6.832,0.058,0.183,0.071,112.022,0.694
Kings & Queens,"4,855,690",41,39,Ava Max,3916979,"['dance pop', 'pop']",18-09-2020,82,0.637,0.690,-4.057,0.041,0.008,0.124,129.857,0.457
Post Malone (feat. RANI),"4,855,270",182,3,Sam Feldt,639516,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",24-05-2019,73,0.590,0.642,-3.870,0.122,0.077,0.105,107.356,0.651
Steppin On Niggas,"4,853,661",197,1,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",02-10-2020,57,0.849,0.635,-4.068,0.254,0.001,0.062,89.484,0.798
Old Town Road,"4,852,004",178,1,Lil Nas X,5488666,"['lgbtq+ hip hop', 'pop rap']",21-06-2019,81,0.878,0.619,-5.560,0.102,0.053,0.113,136.041,0.639
Hate The Other Side (with Marshmello & The Kid Laroi),"4,851,997",14,12,"Juice WRLD, Polo G",19102888,"['chicago rap', 'melodic rap']",10-07-2020,78,0.701,0.650,-6.313,0.104,0.291,0.112,90.003,0.647
Mejor,"4,851,895",196,1,"Dalex, Sech",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",19-03-2020,63,0.524,0.577,-4.501,0.180,0.185,0.103,175.396,0.190
champagne problems,"4,848,954",10,7,Taylor Swift,42227614,"['pop', 'post-teen pop']",11-12-2020,75,0.462,0.240,-12.077,0.038,0.920,0.113,171.319,0.320
Everybody Dies In Their Nightmares,"4,847,224",181,7,XXXTENTACION,29566516,"['emo rap', 'miami hip hop']",25-08-2017,83,0.734,0.570,-7.066,0.133,0.847,0.112,129.953,0.689
You,"4,846,549",84,9,"Regard, Troye Sivan, Tate McRae",152226,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",16-04-2021,83,0.691,0.695,-5.600,0.037,0.059,0.065,106.064,0.514
Daisies,"4,838,067",52,7,Katy Perry,18936929,"['dance pop', 'pop', 'post-teen pop']",15-05-2020,68,0.639,0.546,-5.382,0.041,0.084,0.122,122.179,0.149
MIDDLE CHILD,"4,836,113",148,7,J. Cole,14103694,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",23-01-2019,79,0.837,0.364,-11.713,0.276,0.149,0.271,123.984,0.463
drunk face,"4,834,258",188,1,Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",25-09-2020,72,0.691,0.770,-4.578,0.037,0.028,0.497,90.024,0.344
Go Crazy,"4,833,081",37,35,"Chris Brown, Young Thug",14073083,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",08-05-2020,80,0.755,0.578,-8.932,0.145,0.316,0.250,94.148,0.581
2002,"4,831,644",179,3,Anne-Marie,8153871,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",27-04-2018,81,0.697,0.683,-2.881,0.117,0.037,0.137,96.133,0.603
I Can Show You,"4,831,405",188,1,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",13-03-2020,57,0.817,0.656,-7.086,0.277,0.051,0.115,139.915,0.314
Narrow Road (feat. Lil Baby),"4,828,004",171,1,NLE Choppa,3372385,['memphis hip hop'],30-07-2020,64,0.614,0.553,-8.225,0.169,0.031,0.203,159.999,0.161
Relación,"4,825,749",23,27,Sech,8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",04-09-2020,80,0.793,0.771,-3.417,0.096,0.034,0.284,171.943,0.835
That Way - Bonus Track,"4,825,741",16,7,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",06-03-2020,67,0.712,0.598,-5.368,0.039,0.055,0.154,130.007,0.504
idontwannabeyouanymore,"4,824,483",191,2,Billie Eilish,47061119,"['electropop', 'pop']",22-12-2017,78,0.483,0.412,-8.461,0.040,0.737,0.116,170.163,0.247
In Too Deep,"4,824,037",52,2,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,62,0.720,0.767,-5.839,0.214,0.039,0.202,88.966,0.595
Shit Changed,"4,823,401",174,1,"Ufo361, Sonus030",1700759,"['german cloud rap', 'german hip hop']",02-10-2020,52,0.824,0.528,-9.236,0.175,0.144,0.104,157.005,0.320
No Me Ame,"4,822,090",162,1,"Rvssian, Anuel AA, Juice WRLD",1397067,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",17-04-2020,64,0.680,0.766,-4.799,0.092,0.041,0.116,160.095,0.280
FRANCHISE (feat. Young Thug & M.I.A.),"4,821,213",14,6,Travis Scott,17732077,"['rap', 'slap house']",25-09-2020,74,0.835,0.699,-5.405,0.277,0.007,0.195,154.981,0.547
Righteous,"4,819,362",10,22,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,78,0.706,0.625,-7.426,0.031,0.042,0.129,142.948,0.225
I'm Sorry,"4,818,039",52,2,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",06-03-2020,60,0.858,0.547,-5.822,0.290,0.213,0.104,128.020,0.303
Mamichula - con Nicki Nicole,"4,817,969",37,14,"Trueno, Bizarrap, Taiu, TATOOL",2172969,"['argentine hip hop', 'trap argentino', 'trap latino']",23-07-2020,75,0.696,0.678,-5.893,0.074,0.582,0.134,91.985,0.346
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","4,816,702",153,3,DJ Snake,7408249,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",25-07-2019,71,0.842,0.801,-4.167,0.228,0.157,0.064,95.881,0.617
Recairei - Ao Vivo,"4,815,342",117,10,Os Barões Da Pisadinha,4281787,"['forro', 'piseiro']",17-04-2020,69,0.582,0.937,-2.118,0.086,0.449,0.684,168.096,0.939
Beautiful People (feat. Khalid),"4,813,796",30,45,Ed Sheeran,83337783,"['pop', 'uk pop']",28-06-2019,79,0.640,0.648,-8.113,0.187,0.124,0.080,92.977,0.548
Ice Cream (with Selena Gomez),"4,812,765",5,19,BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",02-10-2020,71,0.790,0.701,-4.810,0.365,0.032,0.031,159.972,0.910
Conversations,"4,805,366",9,11,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,75,0.747,0.622,-5.825,0.084,0.176,0.151,159.930,0.570
Otro Trago - Remix,"4,803,294",136,7,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",26-07-2019,74,0.725,0.790,-2.331,0.197,0.071,0.060,175.988,0.763
Never Know (feat. SHIRIN DAVID),"4,803,071",169,1,Luciano,942380,"['german drill', 'german hip hop']",16-07-2020,60,0.874,0.542,-7.064,0.344,0.062,0.181,142.016,0.481
Black Swan,"4,802,069",19,9,BTS,37151476,"['k-pop', 'k-pop boy group']",21-02-2020,70,0.719,0.758,-5.167,0.085,0.137,0.129,147.023,0.490
Dolly (with Lil Uzi Vert),"4,800,543",181,1,Lil Tecca,4022792,"['melodic rap', 'rap', 'trap']",18-09-2020,63,0.664,0.586,-7.813,0.238,0.212,0.216,88.502,0.589
Chicago Freestyle (feat. Giveon),"4,799,038",23,21,Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,80,0.735,0.449,-7.507,0.347,0.629,0.113,122.947,0.040
Tell Me U Luv Me (with Trippie Redd),"4,798,078",35,6,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,72,0.660,0.760,-5.726,0.079,0.291,0.632,127.984,0.394
Lovesick Girls,"4,796,365",6,15,BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",02-10-2020,75,0.654,0.707,-5.661,0.066,0.006,0.087,127.970,0.448
The London (feat. J. Cole & Travis Scott),"4,791,732",158,5,"J. Cole, Young Thug",6383275,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",23-05-2019,72,0.796,0.586,-6.946,0.147,0.025,0.132,97.981,0.179
Be Kind (with Halsey),"4,790,427",22,32,Marshmello,31552500,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",01-05-2020,80,0.630,0.633,-7.088,0.046,0.008,0.054,93.995,0.452
Caramelo,"4,790,233",17,31,Ozuna,29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",11-06-2020,74,0.728,0.806,-3.766,0.062,0.053,0.153,168.084,0.698
Favorito,"4,787,127",29,32,Camilo,10580764,"['colombian pop', 'reggaeton colombiano']",26-03-2020,73,0.611,0.851,-2.982,0.060,0.229,0.232,178.032,0.823
Adicto (with Anuel AA & Ozuna),"4,785,720",61,12,Tainy,509411,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']",22-08-2019,75,0.734,0.836,-4.803,0.074,0.017,0.179,80.002,0.623
After Party,"4,784,580",42,30,Don Toliver,1606884,"['rap', 'trap']",13-03-2020,80,0.629,0.692,-8.045,0.038,0.010,0.603,162.948,0.453
223's (feat. 9lokknine),"4,781,697",123,6,YNW Melly,6332535,"['melodic rap', 'trap']",09-08-2019,68,0.932,0.547,-7.787,0.333,0.039,0.092,94.998,0.695
We Paid (feat. 42 Dugg),"4,776,686",68,13,Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",01-05-2020,76,0.926,0.542,-5.064,0.293,0.135,0.088,135.140,0.564
P2,"4,769,996",21,15,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",06-03-2020,73,0.775,0.720,-5.353,0.193,0.024,0.114,155.086,0.490
Fever,"4,769,618",76,8,"Dua Lipa, Angèle",27167675,"['dance pop', 'pop', 'uk pop']",29-10-2020,73,0.868,0.693,-7.052,0.181,0.060,0.106,114.999,0.396
Demons (feat. Fivio Foreign & Sosa Geek),"4,766,829",49,2,Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,63,0.543,0.766,-3.387,0.343,0.423,0.155,106.869,0.729
Feel Me,"4,765,672",42,5,Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",21-02-2020,63,0.710,0.808,-6.703,0.043,0.440,0.073,99.989,0.392
Let Her Go,"4,765,198",172,14,Passenger,2819406,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",17-02-2013,75,0.479,0.545,-7.346,0.069,0.365,0.096,74.897,0.243
eight(Prod.&Feat. SUGA of BTS),"4,764,954",62,4,IU,4939593,['k-pop'],06-05-2020,75,0.676,0.869,-1.573,0.042,0.115,0.132,120.029,0.594
I’m Ready (with Demi Lovato),"4,764,355",27,8,Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",16-04-2020,68,0.501,0.674,-6.363,0.041,0.003,0.282,155.051,0.152
You should be sad,"4,761,908",16,20,Halsey,15663384,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",17-01-2020,76,0.591,0.585,-6.350,0.028,0.143,0.109,110.940,0.324
Tak Tiki Tak,"4,761,286",76,17,Harry Nach,134339,"['trap chileno', 'trap latino']",10-07-2020,71,0.801,0.579,-4.780,0.081,0.333,0.172,99.994,0.231
Bad Energy,"4,761,155",27,3,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,72,0.654,0.452,-6.360,0.044,0.170,0.114,138.034,0.532
<3,"4,755,477",66,3,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,69,0.631,0.665,-7.589,0.229,0.602,0.152,80.353,0.634
Selfish,"4,754,830",79,11,Madison Beer,3370013,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",14-02-2020,70,0.375,0.461,-6.202,0.028,0.627,0.386,75.217,0.233
FIND MY WAY,"4,753,495",32,5,DaBaby,7601122,"['north carolina hip hop', 'rap']",17-04-2020,66,0.836,0.624,-6.750,0.184,0.187,0.138,103.000,0.700
TKN (feat. Travis Scott),"4,752,289",15,21,ROSALÍA,4769627,['r&b en espanol'],28-05-2020,75,0.776,0.509,-6.266,0.467,0.192,0.115,94.634,0.485
"Bad Girls, Good Vibes","4,752,181",198,1,Ufo361,1700759,"['german cloud rap', 'german hip hop']",13-03-2020,53,0.826,0.368,-12.761,0.133,0.516,0.091,127.977,0.158
forget me too (feat. Halsey),"4,751,756",59,3,Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",25-09-2020,78,0.654,0.875,-4.845,0.074,0.000,0.194,99.975,0.522
Oh Juliana,"4,751,064",110,12,Niack,352402,['funk carioca'],30-06-2020,66,0.799,0.568,-3.089,0.250,0.387,0.089,129.630,0.963
Forever After All,"4,746,415",29,4,Luke Combs,5371000,['contemporary country'],23-10-2020,80,0.487,0.650,-5.195,0.025,0.191,0.093,151.964,0.456
WHATS POPPIN,"4,745,752",26,35,Jack Harlow,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",24-06-2020,80,0.904,0.723,-5.224,0.260,0.063,0.185,145.013,0.835
Play Date,"4,745,568",26,27,Melanie Martinez,10925614,"['alt z', 'electropop', 'modern rock', 'pop']",14-08-2015,80,0.680,0.729,-5.077,0.048,0.612,0.224,123.970,0.446
Rags2Riches (feat. ATR Son Son),"4,737,306",59,6,Rod Wave,2203386,['florida rap'],03-04-2020,55,0.904,0.260,-17.570,0.101,0.277,0.121,117.967,0.231
ADMV,"4,737,291",152,3,Maluma,26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",23-04-2020,72,0.565,0.390,-4.959,0.056,0.817,0.126,163.781,0.708
Freak,"4,736,059",170,1,Doja Cat,8671649,"['dance pop', 'pop']",07-08-2020,75,0.688,0.716,-5.702,0.039,0.097,0.099,116.912,0.373
SLOW DANCING IN THE DARK,"4,732,343",156,15,Joji,4759367,"['alternative r&b', 'viral pop']",26-10-2018,82,0.515,0.479,-7.458,0.026,0.544,0.191,88.964,0.284
Roller,"4,732,292",150,2,Apache 207,1674348,['german hip hop'],25-10-2019,70,0.941,0.758,-6.470,0.170,0.026,0.193,128.017,0.683
Don Don,"4,731,423",92,10,"Daddy Yankee, Anuel AA, Kendo Kaponi",23936368,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",11-09-2020,69,0.838,0.819,-4.681,0.211,0.285,0.224,105.027,0.656
Liberdade Provisória - Ao Vivo,"4,730,891",120,5,Henrique & Juliano,13312073,"['sertanejo pop', 'sertanejo universitario']",31-01-2020,58,0.668,0.684,-5.937,0.053,0.627,0.923,108.138,0.700
Racks 2 Skinny,"4,729,629",173,1,Migos,11692972,"['atl hip hop', 'pop rap', 'rap', 'trap']",11-05-2020,61,0.814,0.584,-5.425,0.082,0.008,0.065,141.016,0.405
YAYA,"4,729,070",139,2,6ix9ine,6514102,"['emo rap', 'rap']",03-07-2020,60,0.672,0.733,-5.377,0.057,0.003,0.199,105.043,0.354
"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","4,727,923",81,16,"Feid, J Balvin, Justin Quiles",613348,"['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino']",26-06-2020,70,0.793,0.737,-4.731,0.079,0.077,0.075,167.969,0.697
La Difícil,"4,727,554",5,21,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,78,0.685,0.848,-4.561,0.086,0.086,0.078,179.870,0.761
This Is America,"4,727,415",63,2,Childish Gambino,8099554,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",06-05-2018,71,0.854,0.463,-6.159,0.137,0.117,0.354,120.024,0.549
Old Me,"4,724,056",103,4,5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",27-03-2020,67,0.722,0.620,-3.639,0.048,0.313,0.260,127.978,0.474
Ihr Hobby,"4,723,116",183,1,"Bonez MC, Maxwell",1683006,"['german hip hop', 'hamburg hip hop']",10-09-2020,59,0.774,0.814,-6.145,0.058,0.204,0.118,109.019,0.254
my future,"4,721,082",5,12,Billie Eilish,47061119,"['electropop', 'pop']",30-07-2021,80,0.456,0.285,-10.755,0.098,0.814,0.307,104.890,0.081
Nada,"4,713,873",163,4,"Cali Y El Dandee, Danna Paola",3152313,"['champeta', 'colombian pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",14-08-2020,76,0.684,0.808,-2.737,0.061,0.052,0.086,173.905,0.712
Lose Somebody,"4,709,053",32,23,"Kygo, OneRepublic",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",29-05-2020,75,0.580,0.586,-6.883,0.036,0.344,0.076,147.988,0.507
El Mismo Aire - con Pablo Alborán,"4,705,484",135,15,Camilo,10580764,"['colombian pop', 'reggaeton colombiano']",10-06-2020,75,0.483,0.492,-6.591,0.295,0.603,0.323,144.511,0.660
Someone Like You,"4,703,672",197,1,Adele,28335338,"['british soul', 'pop', 'pop soul', 'uk pop']",24-01-2011,77,0.556,0.319,-8.251,0.028,0.893,0.100,135.187,0.294
Sasuke,"4,701,551",166,1,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",24-04-2020,56,0.859,0.477,-6.116,0.428,0.004,0.082,145.979,0.153
Let Me Know (I Wonder Why Freestyle),"4,701,532",187,1,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",07-12-2019,76,0.635,0.537,-7.895,0.083,0.172,0.418,125.028,0.383
H <3 T E L,"4,701,388",183,1,"Dardan, Monet192",861082,"['albanian hip hop', 'german hip hop']",22-05-2020,34,0.726,0.646,-6.900,0.098,0.050,0.112,134.999,0.580
TROLLZ (with Nicki Minaj),"4,700,152",20,6,6ix9ine,6514102,"['emo rap', 'rap']",12-06-2020,65,0.744,0.422,-8.946,0.294,0.032,0.110,180.006,0.493
